flow_key_channel	flow_key_idx	flow_id	src	dst	flow_size	channel_id	chunk_id	chunk_count	conn_type	prev	parent	child
0	0	1796	44	45	262144	0	0	1	x		-1	
0	0	1797	79	72	262144	0	0	1	x		-1	
0	0	1798	49	50	262144	0	0	1	x		-1	
0	0	1799	50	51	262144	0	0	1	x		-1	
0	0	1800	32	33	262144	0	0	1	x		-1	
0	0	1801	17	18	262144	0	0	1	x		-1	
0	0	1802	57	58	262144	0	0	1	x		-1	
0	0	1803	31	24	262144	0	0	1	x		-1	
0	0	1804	70	71	262144	0	0	1	x		-1	
0	0	1805	43	44	262144	0	0	1	x		-1	
0	0	1806	77	78	262144	0	0	1	x		-1	
0	0	1807	86	87	262144	0	0	1	x		-1	
0	0	1808	15	8	262144	0	0	1	x		-1	
0	0	1809	39	32	262144	0	0	1	x		-1	
0	0	1810	115	116	262144	0	0	1	x		-1	
0	0	1811	0	1	262144	0	0	1	x		-1	
0	0	1812	125	126	262144	0	0	1	x		-1	
0	0	1813	68	69	262144	0	0	1	x		-1	
0	0	1814	100	101	262144	0	0	1	x		-1	
0	0	1815	48	49	262144	0	0	1	x		-1	
0	0	1816	84	85	262144	0	0	1	x		-1	
0	0	1817	18	19	262144	0	0	1	x		-1	
0	0	1818	58	59	262144	0	0	1	x		-1	
0	0	1819	29	30	262144	0	0	1	x		-1	
0	0	1820	7	0	262144	0	0	1	x		-1	
0	0	1821	41	42	262144	0	0	1	x		-1	
0	0	1822	67	68	262144	0	0	1	x		-1	
0	0	1823	88	89	262144	0	0	1	x		-1	
0	0	1824	13	14	262144	0	0	1	x		-1	
0	0	1825	83	84	262144	0	0	1	x		-1	
0	0	1826	113	114	262144	0	0	1	x		-1	
0	0	1827	56	57	262144	0	0	1	x		-1	
0	0	1828	126	127	262144	0	0	1	x		-1	
0	0	1829	78	79	262144	0	0	1	x		-1	
0	0	1830	99	100	262144	0	0	1	x		-1	
0	0	1831	55	48	262144	0	0	1	x		-1	
0	0	1832	37	38	262144	0	0	1	x		-1	
0	0	1833	16	17	262144	0	0	1	x		-1	
0	0	1834	109	110	262144	0	0	1	x		-1	
0	0	1835	30	31	262144	0	0	1	x		-1	
0	0	1836	5	6	262144	0	0	1	x		-1	
0	0	1837	65	66	262144	0	0	1	x		-1	
0	0	1838	124	125	262144	0	0	1	x		-1	
0	0	1839	14	15	262144	0	0	1	x		-1	
0	0	1840	81	82	262144	0	0	1	x		-1	
0	0	1841	114	115	262144	0	0	1	x		-1	
0	0	1842	63	56	262144	0	0	1	x		-1	
0	0	1843	42	43	262144	0	0	1	x		-1	
0	0	1844	97	98	262144	0	0	1	x		-1	
0	0	1845	66	67	262144	0	0	1	x		-1	
0	0	1846	123	124	262144	0	0	1	x		-1	
0	0	1847	38	39	262144	0	0	1	x		-1	
0	0	1848	82	83	262144	0	0	1	x		-1	
0	0	1849	112	113	262144	0	0	1	x		-1	
0	0	1850	61	62	262144	0	0	1	x		-1	
0	0	1851	40	41	262144	0	0	1	x		-1	
0	0	1852	98	99	262144	0	0	1	x		-1	
0	0	1853	64	65	262144	0	0	1	x		-1	
0	0	1854	23	16	262144	0	0	1	x		-1	
0	0	1855	110	111	262144	0	0	1	x		-1	
0	0	1856	95	88	262144	0	0	1	x		-1	
0	0	1857	6	7	262144	0	0	1	x		-1	
0	0	1858	62	63	262144	0	0	1	x		-1	
0	0	1859	53	54	262144	0	0	1	x		-1	
0	0	1860	76	77	262144	0	0	1	x		-1	
0	0	1861	121	122	262144	0	0	1	x		-1	
0	0	1862	12	13	262144	0	0	1	x		-1	
0	0	1863	80	81	262144	0	0	1	x		-1	
0	0	1864	93	94	262144	0	0	1	x		-1	
0	0	1865	47	40	262144	0	0	1	x		-1	
0	0	1866	54	55	262144	0	0	1	x		-1	
0	0	1867	94	95	262144	0	0	1	x		-1	
0	0	1868	21	22	262144	0	0	1	x		-1	
0	0	1869	119	112	262144	0	0	1	x		-1	
0	0	1870	28	29	262144	0	0	1	x		-1	
0	0	1871	22	23	262144	0	0	1	x		-1	
